Customer_ID,Model_Code,Model_Name,Manufacturer,Release_Date,Activation_Date,Months_in_Use,Launch_Price,Network_Type,OS_Version,Storage_Capacity_GB,Battery_Health_Pct,Display_Size_Inch,RAM_GB,Processor,Camera_MP,Wireless_Charging,Biometric_Type,Remaining_Installment,Avg_Data_Usage_GB,Peak_Usage_Time,Wi_Fi_Ratio_Pct,Roaming_Count_1Yr,Tethering_Usage_GB,Top_App_Category,Connected_Devices_Count,Brand_Loyalty_Score,Avg_Replacement_Cycle_Months,Preferred_Channel,Subsidy_Type,Device_Insurance,Trade_in_Program,Bundling_Status,Repair_History_Count
CUST_0255,23127PN0CG,Xiaomi 14,Xiaomi,2023-04-14,2023-12-18,28,900000,5G,Android 14,128,83.0,6.7,16,A17 Pro,48,Yes,Face ID,200000,47.94,02:00,20,3,17.96,Video,0,2,23,Direct Store,Device Subsidy,Yes,No,Single,1
CUST_0256,SM-S928,Galaxy S24 Ultra,Samsung,2023-06-26,2024-06-09,22,1690000,5G,Android 14,256,86.6,6.8,8,Snapdragon Gen 3,108,Yes,Fingerprint,657222,47.17,00:00,39,4,12.89,Business,2,6,33,Agency,Selective Contract,No,No,Internet+TV,1
CUST_0257,23127PN0CG,Xiaomi 14,Xiaomi,2024-05-12,2024-09-05,19,900000,5G,Android 14,1024,87.8,6.1,8,A17 Pro,108,No,Face ID,425000,78.13,05:00,89,1,14.24,Video,1,3,44,Agency,Device Subsidy,Yes,Yes,Single,0
CUST_0258,23127PN0CG,Xiaomi 14,Xiaomi,2023-05-08,2023-09-18,31,900000,5G,Android 14,512,79.5,6.7,8,A17 Pro,108,No,Both,0,68.23,05:00,78,2,2.43,Game,3,8,42,Online Shop,Selective Contract,No,Yes,Single,4
CUST_0259,23127PN0CG,Xiaomi 14,Xiaomi,2023-03-01,2023-07-27,33,900000,5G,Android 14,256,82.0,6.1,16,A17 Pro,200,Yes,Fingerprint,75000,37.18,21:00,80,0,6.16,Business,1,8,29,Online Shop,Selective Contract,Yes,Yes,Internet+TV,4
CUST_0260,A3106,iPhone 15 Pro,Apple,2024-09-21,2024-10-02,18,1550000,5G,iOS 17,128,89.4,6.1,8,A17 Pro,50,No,Face ID,775000,69.32,19:00,87,4,18.87,Finance,2,7,22,Agency,Selective Contract,No,No,Family,0
CUST_0261,23127PN0CG,Xiaomi 14,Xiaomi,2023-11-07,2024-04-12,24,900000,5G,Android 14,1024,87.8,6.7,16,A17 Pro,200,No,Face ID,0,25.49,05:00,64,5,17.93,SNS,0,3,24,Direct Store,Selective Contract,No,Yes,Internet+TV,3
CUST_0262,SM-S921,Galaxy S24,Samsung,2023-07-11,2024-06-02,22,1150000,5G,Android 14,512,86.3,6.1,8,Snapdragon Gen 3,50,No,Face ID,447222,72.47,17:00,72,0,16.46,Video,2,8,35,Agency,Selective Contract,Yes,Yes,Single,1
CUST_0263,23127PN0CG,Xiaomi 14,Xiaomi,2023-03-04,2023-05-06,35,900000,5G,Android 14,512,78.5,6.8,8,A17 Pro,48,Yes,Face ID,25000,91.15,15:00,18,4,14.91,Shopping,3,10,31,Direct Store,Selective Contract,Yes,No,Internet+TV,4
CUST_0264,SM-S928,Galaxy S24 Ultra,Samsung,2024-11-27,2025-09-20,7,1690000,5G,Android 14,128,93.7,6.1,12,Snapdragon Gen 3,50,Yes,Face ID,1361388,88.44,11:00,63,5,18.24,Video,0,5,27,Agency,Device Subsidy,Yes,Yes,Single,4
CUST_0265,A2894,iPhone 14,Apple,2024-01-05,2024-06-14,22,1000000,5G,iOS 17,512,85.4,6.8,8,A17 Pro,50,Yes,Fingerprint,388888,14.1,16:00,46,2,15.58,Business,2,3,21,Online Shop,Device Subsidy,Yes,Yes,Internet+TV,4
CUST_0266,SM-S928,Galaxy S24 Ultra,Samsung,2023-03-28,2023-05-06,35,1690000,5G,Android 14,128,80.9,6.7,16,Snapdragon Gen 3,108,Yes,Face ID,0,50.55,19:00,76,2,3.44,Video,0,2,25,Online Shop,Device Subsidy,Yes,No,Single,1
CUST_0267,A3102,iPhone 15,Apple,2023-06-09,2024-05-27,23,1250000,5G,iOS 17,128,83.7,6.1,6,A17 Pro,48,Yes,Both,451388,76.95,16:00,85,0,9.38,Video,0,2,27,Agency,Device Subsidy,Yes,Yes,Internet+TV,1
CUST_0268,A3102,iPhone 15,Apple,2023-11-07,2023-11-21,29,1250000,5G,iOS 17,128,80.5,6.7,8,A17 Pro,50,Yes,Both,243055,95.14,18:00,18,0,16.39,Game,1,4,48,Direct Store,Device Subsidy,Yes,Yes,Single,4
CUST_0269,G82U8,Pixel 8,Google,2022-07-07,2022-10-09,42,850000,5G,Android 14,1024,75.8,6.7,12,A17 Pro,200,Yes,Both,0,22.18,07:00,62,0,15.23,Video,0,8,21,Agency,Device Subsidy,No,No,Internet+TV,2
CUST_0270,SM-S921,Galaxy S24,Samsung,2023-12-25,2024-09-02,19,1150000,5G,Android 14,128,87.9,6.7,16,Snapdragon Gen 3,200,Yes,Both,543055,62.04,13:00,47,3,3.78,Game,3,6,23,Online Shop,Selective Contract,Yes,No,Family,4
CUST_0271,SM-S921,Galaxy S24,Samsung,2025-01-06,2025-07-27,9,1150000,5G,Android 14,1024,95.8,6.1,8,Snapdragon Gen 3,108,Yes,Face ID,718750,75.44,06:00,86,3,2.46,Business,3,5,42,Agency,Selective Contract,No,No,Family,4
CUST_0272,G82U8,Pixel 8,Google,2022-12-14,2023-05-05,35,850000,5G,Android 14,256,80.6,6.7,12,A17 Pro,50,Yes,Fingerprint,0,16.61,03:00,16,0,9.96,Game,1,7,37,Agency,Selective Contract,Yes,No,Internet+TV,4
CUST_0273,SM-S921,Galaxy S24,Samsung,2022-11-27,2023-08-06,32,1150000,5G,Android 14,1024,79.0,6.7,16,Snapdragon Gen 3,108,Yes,Fingerprint,127777,51.57,13:00,25,3,9.0,Business,3,8,19,Online Shop,Device Subsidy,No,Yes,Family,3
CUST_0274,A3106,iPhone 15 Pro,Apple,2023-08-22,2024-04-27,24,1550000,5G,iOS 17,128,86.0,6.8,8,A17 Pro,200,Yes,Both,516666,67.71,01:00,60,2,9.89,Business,2,5,28,Online Shop,Device Subsidy,Yes,Yes,Family,2
CUST_0275,SM-A546,Galaxy A54,Samsung,2023-11-28,2024-06-09,22,590000,5G,Android 14,128,86.4,6.1,16,Snapdragon Gen 3,50,Yes,Fingerprint,229444,44.13,20:00,49,4,1.7,Finance,0,5,21,Direct Store,Device Subsidy,Yes,No,Single,3
CUST_0276,G82U8,Pixel 8,Google,2024-04-28,2024-05-08,23,850000,5G,Android 14,1024,86.7,6.7,12,A17 Pro,48,No,Fingerprint,306944,40.89,22:00,36,2,9.93,Finance,2,3,37,Direct Store,Selective Contract,No,Yes,Family,0
CUST_0277,A3106,iPhone 15 Pro,Apple,2024-05-01,2024-05-25,23,1550000,5G,iOS 17,512,89.2,6.8,6,A17 Pro,48,No,Face ID,559722,81.44,02:00,82,4,9.51,SNS,2,2,38,Direct Store,Selective Contract,No,No,Single,3
CUST_0278,G82U8,Pixel 8,Google,2022-04-26,2023-01-14,39,850000,5G,Android 14,1024,77.6,6.8,16,A17 Pro,50,No,Fingerprint,0,88.69,21:00,69,2,18.74,Shopping,3,10,41,Agency,Device Subsidy,Yes,No,Family,1
CUST_0279,A3102,iPhone 15,Apple,2024-02-20,2024-09-29,19,1250000,5G,iOS 17,1024,87.5,6.7,8,A17 Pro,108,Yes,Face ID,260416,65.22,21:00,86,1,8.12,Game,1,4,18,Online Shop,Selective Contract,No,No,Internet+TV,3
CUST_0280,G82U8,Pixel 8,Google,2024-09-08,2024-11-28,17,850000,5G,Android 14,512,87.6,6.7,16,A17 Pro,50,Yes,Both,448611,80.02,15:00,12,0,17.19,Game,2,10,27,Online Shop,Selective Contract,No,Yes,Family,1
CUST_0281,A3102,iPhone 15,Apple,2022-08-14,2023-04-27,36,1250000,5G,iOS 17,128,78.5,6.1,6,A17 Pro,48,No,Face ID,0,52.16,18:00,59,5,14.88,Business,1,3,21,Online Shop,Device Subsidy,No,No,Family,2
CUST_0282,SM-S928,Galaxy S24 Ultra,Samsung,2022-10-30,2023-05-09,35,1690000,5G,Android 14,128,77.9,6.1,12,Snapdragon Gen 3,50,No,Face ID,46944,50.11,22:00,57,2,0.42,Shopping,0,1,40,Agency,Device Subsidy,No,No,Family,2
CUST_0283,SM-A546,Galaxy A54,Samsung,2024-06-29,2025-02-10,14,590000,5G,Android 14,1024,88.6,6.7,12,Snapdragon Gen 3,48,Yes,Face ID,360555,93.11,06:00,30,3,12.63,Finance,3,1,26,Online Shop,Selective Contract,No,No,Family,3
CUST_0284,SM-S921,Galaxy S24,Samsung,2024-05-10,2025-01-24,15,1150000,5G,Android 14,128,90.1,6.1,8,Snapdragon Gen 3,50,No,Both,670833,48.06,04:00,10,3,4.0,Video,2,10,20,Online Shop,Device Subsidy,Yes,Yes,Internet+TV,3
CUST_0285,23127PN0CG,Xiaomi 14,Xiaomi,2023-02-20,2023-04-29,36,900000,5G,Android 14,512,76.4,6.1,8,A17 Pro,200,No,Fingerprint,0,80.96,12:00,58,4,4.49,Game,1,2,32,Online Shop,Selective Contract,Yes,Yes,Family,4
CUST_0286,G82U8,Pixel 8,Google,2024-12-25,2025-02-08,14,850000,5G,Android 14,512,89.6,6.8,12,A17 Pro,200,No,Fingerprint,354166,6.34,07:00,36,1,18.92,Video,2,8,30,Online Shop,Selective Contract,Yes,Yes,Family,1
CUST_0287,G82U8,Pixel 8,Google,2023-07-13,2023-09-25,31,850000,5G,Android 14,128,80.1,6.7,8,A17 Pro,108,No,Fingerprint,118055,27.37,00:00,70,1,17.43,Finance,3,4,40,Direct Store,Selective Contract,No,Yes,Single,4
CUST_0288,SM-S921,Galaxy S24,Samsung,2023-12-15,2024-04-13,24,1150000,5G,Android 14,1024,88.0,6.8,16,Snapdragon Gen 3,200,No,Face ID,0,5.51,21:00,57,1,19.36,Shopping,0,10,23,Direct Store,Device Subsidy,No,No,Family,1
CUST_0289,SM-S928,Galaxy S24 Ultra,Samsung,2022-11-05,2023-06-14,34,1690000,5G,Android 14,256,78.2,6.1,12,Snapdragon Gen 3,108,No,Face ID,93888,9.2,09:00,43,4,16.59,Video,2,7,46,Online Shop,Selective Contract,No,Yes,Internet+TV,3
CUST_0290,SM-S921,Galaxy S24,Samsung,2024-12-26,2025-01-22,15,1150000,5G,Android 14,256,89.1,6.8,12,Snapdragon Gen 3,200,Yes,Face ID,670833,29.72,01:00,66,2,19.78,Shopping,3,8,33,Online Shop,Device Subsidy,Yes,No,Single,1
CUST_0291,23127PN0CG,Xiaomi 14,Xiaomi,2024-11-16,2025-08-03,8,900000,5G,Android 14,512,95.6,6.1,16,A17 Pro,50,No,Fingerprint,600000,60.44,07:00,73,5,1.89,Video,0,5,39,Agency,Device Subsidy,No,No,Internet+TV,0
CUST_0292,23127PN0CG,Xiaomi 14,Xiaomi,2025-08-28,2025-10-08,6,900000,5G,Android 14,1024,98.4,6.7,16,A17 Pro,48,No,Fingerprint,750000,48.14,20:00,89,3,6.5,Finance,1,4,45,Online Shop,Selective Contract,No,Yes,Internet+TV,0
CUST_0293,G82U8,Pixel 8,Google,2023-08-02,2023-12-10,28,850000,5G,Android 14,256,81.6,6.1,8,A17 Pro,200,No,Face ID,188888,13.47,20:00,29,0,5.97,Business,2,10,22,Direct Store,Device Subsidy,No,Yes,Family,3
CUST_0294,G82U8,Pixel 8,Google,2024-04-25,2025-02-07,14,850000,5G,Android 14,1024,89.1,6.8,8,A17 Pro,200,No,Fingerprint,519444,82.04,01:00,75,2,19.47,Finance,1,3,47,Direct Store,Device Subsidy,No,No,Family,0
CUST_0295,G82U8,Pixel 8,Google,2024-12-26,2025-03-01,13,850000,5G,Android 14,512,94.2,6.1,16,A17 Pro,48,Yes,Both,543055,33.07,03:00,75,3,8.26,Business,2,6,26,Agency,Device Subsidy,Yes,Yes,Internet+TV,3
CUST_0296,A3102,iPhone 15,Apple,2023-08-14,2023-09-06,31,1250000,5G,iOS 17,128,80.9,6.8,8,A17 Pro,200,No,Face ID,173611,34.82,05:00,37,1,1.56,Shopping,2,2,31,Agency,Device Subsidy,Yes,No,Single,0
CUST_0297,A2894,iPhone 14,Apple,2023-02-22,2023-10-15,30,1000000,5G,iOS 17,1024,84.2,6.8,8,A17 Pro,200,No,Fingerprint,166666,33.77,04:00,27,0,3.82,Game,1,1,24,Direct Store,Device Subsidy,Yes,No,Internet+TV,4
CUST_0298,A3102,iPhone 15,Apple,2024-02-18,2024-10-12,18,1250000,5G,iOS 17,256,89.0,6.1,8,A17 Pro,200,No,Fingerprint,312500,16.06,14:00,84,1,4.03,Shopping,3,1,28,Online Shop,Device Subsidy,No,No,Family,4
CUST_0299,23127PN0CG,Xiaomi 14,Xiaomi,2023-02-01,2023-08-24,32,900000,5G,Android 14,1024,80.9,6.1,16,A17 Pro,48,No,Both,100000,27.03,10:00,80,0,5.36,Finance,3,8,21,Direct Store,Selective Contract,No,No,Single,1
CUST_0300,23127PN0CG,Xiaomi 14,Xiaomi,2023-03-10,2023-09-02,31,900000,5G,Android 14,1024,79.8,6.8,12,A17 Pro,200,Yes,Face ID,0,60.83,23:00,59,3,16.66,Finance,2,8,43,Online Shop,Device Subsidy,No,Yes,Internet+TV,3
CUST_0301,A3102,iPhone 15,Apple,2024-09-13,2024-12-02,16,1250000,5G,iOS 17,1024,88.0,6.7,8,A17 Pro,50,Yes,Both,694444,94.59,01:00,12,2,17.62,Video,1,3,44,Agency,Device Subsidy,Yes,No,Family,0
CUST_0302,A3102,iPhone 15,Apple,2022-09-02,2022-12-25,40,1250000,5G,iOS 17,1024,75.0,6.1,8,A17 Pro,50,Yes,Both,0,79.56,01:00,66,3,19.25,Game,0,10,37,Online Shop,Device Subsidy,Yes,Yes,Internet+TV,0
CUST_0303,A3106,iPhone 15 Pro,Apple,2024-12-09,2025-05-07,11,1550000,5G,iOS 17,1024,95.0,6.1,6,A17 Pro,108,No,Fingerprint,1076388,74.59,03:00,35,3,19.39,Game,1,8,28,Direct Store,Device Subsidy,Yes,No,Family,3
CUST_0304,23127PN0CG,Xiaomi 14,Xiaomi,2024-12-20,2025-09-17,7,900000,5G,Android 14,1024,97.5,6.7,12,A17 Pro,200,No,Fingerprint,637499,81.17,14:00,28,0,14.35,Shopping,0,2,28,Direct Store,Selective Contract,Yes,No,Single,3
CUST_0305,SM-A546,Galaxy A54,Samsung,2024-12-21,2025-10-11,6,590000,5G,Android 14,128,99.3,6.8,16,Snapdragon Gen 3,108,No,Face ID,491666,44.83,00:00,45,4,12.21,SNS,3,8,38,Online Shop,Selective Contract,No,No,Single,2
CUST_0306,SM-S921,Galaxy S24,Samsung,2022-10-22,2023-04-11,36,1150000,5G,Android 14,1024,79.8,6.8,12,Snapdragon Gen 3,50,Yes,Both,0,54.44,17:00,49,4,6.81,Finance,1,1,18,Agency,Selective Contract,Yes,No,Internet+TV,3
CUST_0307,SM-A546,Galaxy A54,Samsung,2025-06-26,2026-01-02,3,590000,5G,Android 14,512,99.0,6.8,8,Snapdragon Gen 3,200,No,Both,540833,16.76,23:00,10,3,6.78,SNS,1,6,27,Direct Store,Device Subsidy,No,Yes,Single,2
CUST_0308,A3106,iPhone 15 Pro,Apple,2023-04-10,2023-05-30,35,1550000,5G,iOS 17,256,80.3,6.1,8,A17 Pro,50,No,Fingerprint,43055,12.78,14:00,19,2,13.54,Business,3,5,36,Direct Store,Selective Contract,No,No,Internet+TV,3
CUST_0309,A3102,iPhone 15,Apple,2022-12-26,2023-03-01,37,1250000,5G,iOS 17,1024,79.1,6.8,6,A17 Pro,50,No,Face ID,0,96.96,01:00,30,4,7.39,Game,3,2,21,Direct Store,Selective Contract,Yes,Yes,Single,2
CUST_0310,23127PN0CG,Xiaomi 14,Xiaomi,2024-02-13,2024-07-12,21,900000,5G,Android 14,1024,84.6,6.8,12,A17 Pro,48,No,Face ID,112500,18.5,06:00,33,5,9.78,Game,2,2,45,Online Shop,Selective Contract,No,No,Internet+TV,3
CUST_0311,23127PN0CG,Xiaomi 14,Xiaomi,2023-02-26,2024-01-02,27,900000,5G,Android 14,256,85.4,6.8,12,A17 Pro,50,No,Fingerprint,225000,77.36,19:00,89,3,7.74,Business,2,9,19,Agency,Selective Contract,No,Yes,Single,0
CUST_0312,23127PN0CG,Xiaomi 14,Xiaomi,2022-09-07,2022-10-20,42,900000,5G,Android 14,256,77.5,6.8,8,A17 Pro,200,Yes,Fingerprint,0,95.94,21:00,78,1,19.25,Video,1,4,44,Agency,Selective Contract,Yes,No,Family,4
CUST_0313,SM-S928,Galaxy S24 Ultra,Samsung,2025-09-09,2026-03-02,1,1690000,5G,Android 14,1024,97.5,6.7,12,Snapdragon Gen 3,108,Yes,Fingerprint,1619583,86.67,03:00,79,1,5.71,SNS,2,2,22,Direct Store,Selective Contract,Yes,Yes,Internet+TV,2
CUST_0314,A3102,iPhone 15,Apple,2025-06-29,2025-11-28,5,1250000,5G,iOS 17,1024,94.6,6.7,8,A17 Pro,200,Yes,Fingerprint,989583,44.22,06:00,40,4,11.72,Business,3,2,26,Online Shop,Selective Contract,No,No,Single,3
CUST_0315,SM-S928,Galaxy S24 Ultra,Samsung,2024-07-05,2024-07-14,21,1690000,5G,Android 14,512,87.7,6.8,16,Snapdragon Gen 3,50,No,Both,211250,28.4,13:00,67,0,16.93,Shopping,1,3,29,Agency,Device Subsidy,Yes,No,Internet+TV,3
CUST_0316,SM-S921,Galaxy S24,Samsung,2023-03-20,2024-01-31,27,1150000,5G,Android 14,512,84.7,6.7,12,Snapdragon Gen 3,108,No,Face ID,0,5.05,20:00,37,4,16.81,Video,0,3,41,Agency,Device Subsidy,No,Yes,Family,0
CUST_0317,A2894,iPhone 14,Apple,2022-09-13,2023-02-03,38,1000000,5G,iOS 17,1024,75.5,6.7,8,A17 Pro,200,No,Fingerprint,0,88.97,21:00,51,2,4.21,Shopping,2,1,47,Agency,Device Subsidy,Yes,No,Single,0
CUST_0318,A3106,iPhone 15 Pro,Apple,2022-09-14,2023-09-05,31,1550000,5G,iOS 17,1024,83.0,6.8,6,A17 Pro,48,No,Both,0,79.79,03:00,55,3,16.55,Video,3,3,44,Agency,Device Subsidy,Yes,No,Family,1
CUST_0319,G82U8,Pixel 8,Google,2024-07-30,2024-08-09,20,850000,5G,Android 14,512,89.1,6.8,16,A17 Pro,108,Yes,Fingerprint,377777,23.19,15:00,56,0,5.62,Finance,1,1,24,Agency,Selective Contract,Yes,No,Internet+TV,4
CUST_0320,G82U8,Pixel 8,Google,2022-09-22,2022-12-30,40,850000,5G,Android 14,256,75.0,6.1,12,A17 Pro,50,No,Fingerprint,0,75.87,21:00,12,5,13.55,Shopping,2,9,46,Direct Store,Device Subsidy,No,Yes,Family,3
CUST_0321,G82U8,Pixel 8,Google,2025-02-19,2026-02-02,2,850000,5G,Android 14,1024,98.8,6.1,8,A17 Pro,108,No,Both,779166,88.96,14:00,50,0,7.84,Video,0,10,43,Online Shop,Device Subsidy,No,Yes,Single,1
CUST_0322,A3106,iPhone 15 Pro,Apple,2024-01-29,2024-03-01,25,1550000,5G,iOS 17,128,82.2,6.8,8,A17 Pro,108,Yes,Fingerprint,473611,81.77,15:00,40,2,16.65,Video,1,2,42,Agency,Selective Contract,Yes,No,Internet+TV,0
CUST_0323,SM-S921,Galaxy S24,Samsung,2025-08-19,2026-02-28,2,1150000,5G,Android 14,512,101.1,6.1,12,Snapdragon Gen 3,48,No,Both,1054166,79.35,20:00,65,0,2.04,Game,0,5,45,Direct Store,Selective Contract,Yes,No,Single,4
CUST_0324,SM-S928,Galaxy S24 Ultra,Samsung,2023-09-01,2024-04-25,24,1690000,5G,Android 14,1024,87.9,6.8,8,Snapdragon Gen 3,200,No,Both,0,37.26,06:00,23,0,0.25,Finance,0,10,43,Online Shop,Device Subsidy,No,No,Family,3
CUST_0325,G82U8,Pixel 8,Google,2024-06-16,2024-08-25,20,850000,5G,Android 14,128,85.4,6.8,16,A17 Pro,108,No,Both,377777,60.53,17:00,28,1,9.39,Shopping,2,5,29,Online Shop,Device Subsidy,Yes,Yes,Internet+TV,4
CUST_0326,SM-S928,Galaxy S24 Ultra,Samsung,2023-11-22,2024-03-01,25,1690000,5G,Android 14,256,85.8,6.7,8,Snapdragon Gen 3,200,No,Both,0,79.6,22:00,52,4,11.32,Video,2,7,28,Online Shop,Device Subsidy,No,Yes,Family,1
CUST_0327,SM-A546,Galaxy A54,Samsung,2024-07-27,2025-07-16,9,590000,5G,Android 14,256,94.4,6.8,12,Snapdragon Gen 3,200,Yes,Face ID,368750,27.71,05:00,10,2,0.2,Video,0,9,21,Online Shop,Selective Contract,No,Yes,Internet+TV,4
CUST_0328,23127PN0CG,Xiaomi 14,Xiaomi,2025-08-27,2025-12-06,4,900000,5G,Android 14,256,96.3,6.8,8,A17 Pro,108,Yes,Fingerprint,750000,89.11,06:00,12,1,16.86,Game,0,3,30,Agency,Device Subsidy,No,Yes,Family,3
CUST_0329,A3106,iPhone 15 Pro,Apple,2023-09-25,2024-08-28,20,1550000,5G,iOS 17,256,90.6,6.1,6,A17 Pro,50,Yes,Fingerprint,688888,88.45,06:00,78,3,13.89,Video,3,4,47,Online Shop,Device Subsidy,No,Yes,Family,1
CUST_0330,SM-A546,Galaxy A54,Samsung,2024-04-01,2024-06-04,22,590000,5G,Android 14,1024,85.1,6.8,16,Snapdragon Gen 3,48,Yes,Both,49166,79.54,12:00,75,2,9.97,Business,1,6,40,Direct Store,Selective Contract,No,No,Family,4
CUST_0331,G82U8,Pixel 8,Google,2024-08-28,2024-12-18,16,850000,5G,Android 14,256,90.1,6.7,12,A17 Pro,200,Yes,Face ID,283333,42.61,08:00,80,0,2.69,Game,2,8,34,Direct Store,Device Subsidy,Yes,No,Internet+TV,4
CUST_0332,23127PN0CG,Xiaomi 14,Xiaomi,2023-04-17,2023-12-12,28,900000,5G,Android 14,1024,82.7,6.7,8,A17 Pro,50,No,Fingerprint,200000,35.12,08:00,19,2,18.03,Video,0,5,47,Online Shop,Device Subsidy,Yes,Yes,Family,0
CUST_0333,A3106,iPhone 15 Pro,Apple,2024-09-19,2025-08-30,8,1550000,5G,iOS 17,512,93.7,6.8,6,A17 Pro,108,Yes,Face ID,1205555,23.11,09:00,54,3,18.92,Shopping,0,8,38,Agency,Device Subsidy,No,Yes,Single,1
CUST_0334,G82U8,Pixel 8,Google,2022-12-05,2023-10-01,30,850000,5G,Android 14,1024,83.3,6.1,12,A17 Pro,50,No,Both,141666,37.36,13:00,36,3,9.0,Shopping,0,6,22,Agency,Device Subsidy,No,Yes,Family,2
CUST_0335,23127PN0CG,Xiaomi 14,Xiaomi,2023-06-21,2024-01-24,27,900000,5G,Android 14,1024,85.4,6.1,16,A17 Pro,48,Yes,Fingerprint,225000,35.98,10:00,82,5,15.98,Shopping,3,7,24,Direct Store,Device Subsidy,No,Yes,Family,0
CUST_0336,23127PN0CG,Xiaomi 14,Xiaomi,2024-02-11,2024-03-29,25,900000,5G,Android 14,256,82.6,6.8,16,A17 Pro,200,Yes,Fingerprint,0,8.05,06:00,18,3,5.68,SNS,2,9,20,Direct Store,Device Subsidy,No,Yes,Single,2
CUST_0337,G82U8,Pixel 8,Google,2024-12-09,2025-02-03,14,850000,5G,Android 14,256,91.8,6.7,8,A17 Pro,50,Yes,Face ID,519444,75.6,13:00,70,1,12.07,Video,1,9,40,Agency,Selective Contract,No,Yes,Single,1
CUST_0338,G82U8,Pixel 8,Google,2023-08-01,2024-06-05,22,850000,5G,Android 14,256,87.0,6.8,8,A17 Pro,48,No,Both,330555,48.72,14:00,54,5,16.85,Video,3,10,44,Online Shop,Selective Contract,Yes,Yes,Internet+TV,3
CUST_0339,G82U8,Pixel 8,Google,2024-10-16,2025-10-08,6,850000,5G,Android 14,128,95.8,6.1,12,A17 Pro,108,Yes,Both,637500,27.77,23:00,37,3,8.23,Shopping,0,6,20,Online Shop,Selective Contract,No,No,Single,2
CUST_0340,A2894,iPhone 14,Apple,2025-07-27,2026-03-20,1,1000000,5G,iOS 17,128,96.8,6.8,8,A17 Pro,50,No,Fingerprint,972222,41.21,00:00,42,0,14.18,SNS,2,8,33,Direct Store,Device Subsidy,Yes,Yes,Internet+TV,3
CUST_0341,A3106,iPhone 15 Pro,Apple,2024-04-03,2024-06-24,22,1550000,5G,iOS 17,256,88.8,6.1,8,A17 Pro,50,Yes,Both,129166,21.84,00:00,44,1,8.81,SNS,1,1,46,Agency,Device Subsidy,No,Yes,Internet+TV,4
CUST_0342,SM-S928,Galaxy S24 Ultra,Samsung,2024-02-03,2024-09-17,19,1690000,5G,Android 14,128,89.2,6.1,8,Snapdragon Gen 3,108,Yes,Fingerprint,352083,78.38,02:00,12,3,0.56,Game,2,4,39,Agency,Device Subsidy,Yes,Yes,Internet+TV,1
CUST_0343,A3102,iPhone 15,Apple,2023-06-28,2024-03-16,25,1250000,5G,iOS 17,128,86.9,6.1,6,A17 Pro,200,No,Fingerprint,381944,58.4,07:00,37,0,7.13,SNS,0,7,38,Direct Store,Device Subsidy,No,Yes,Family,1
CUST_0344,SM-A546,Galaxy A54,Samsung,2024-04-04,2025-03-02,13,590000,5G,Android 14,512,89.5,6.8,12,Snapdragon Gen 3,48,Yes,Face ID,270416,44.05,03:00,86,2,19.63,Finance,3,3,28,Online Shop,Selective Contract,No,Yes,Family,0
CUST_0345,G82U8,Pixel 8,Google,2022-12-15,2023-11-07,29,850000,5G,Android 14,256,82.6,6.8,8,A17 Pro,108,Yes,Both,0,27.1,13:00,41,4,1.59,SNS,2,8,27,Online Shop,Device Subsidy,No,Yes,Internet+TV,0
CUST_0346,A2894,iPhone 14,Apple,2022-06-20,2023-02-02,38,1000000,5G,iOS 17,512,75.0,6.1,8,A17 Pro,108,Yes,Fingerprint,0,66.14,23:00,52,2,4.84,Shopping,0,4,43,Agency,Device Subsidy,No,No,Single,3
CUST_0347,SM-S921,Galaxy S24,Samsung,2023-01-24,2023-02-28,38,1150000,5G,Android 14,256,75.0,6.1,8,Snapdragon Gen 3,50,Yes,Fingerprint,0,94.14,16:00,20,3,14.5,Video,1,4,25,Direct Store,Device Subsidy,Yes,No,Family,4
CUST_0348,G82U8,Pixel 8,Google,2024-04-18,2024-12-20,16,850000,5G,Android 14,128,93.1,6.1,12,A17 Pro,200,No,Both,472222,42.83,19:00,65,1,16.39,Business,0,7,31,Online Shop,Selective Contract,Yes,Yes,Family,3
CUST_0349,G82U8,Pixel 8,Google,2023-04-12,2023-09-04,31,850000,5G,Android 14,1024,81.8,6.1,16,A17 Pro,200,Yes,Fingerprint,118055,11.83,06:00,10,0,17.23,Finance,2,8,30,Direct Store,Selective Contract,No,No,Family,2
CUST_0350,SM-S928,Galaxy S24 Ultra,Samsung,2025-08-08,2025-10-10,6,1690000,5G,Android 14,1024,99.0,6.7,12,Snapdragon Gen 3,108,No,Both,1267500,23.45,22:00,57,5,1.15,Business,3,4,25,Direct Store,Device Subsidy,No,Yes,Internet+TV,1
CUST_0351,23127PN0CG,Xiaomi 14,Xiaomi,2024-12-29,2025-05-08,11,900000,5G,Android 14,256,94.0,6.1,16,A17 Pro,200,No,Both,487500,6.17,18:00,20,4,18.2,Business,1,7,26,Agency,Selective Contract,No,No,Internet+TV,3
CUST_0352,SM-S921,Galaxy S24,Samsung,2022-08-11,2023-02-03,38,1150000,5G,Android 14,256,75.8,6.7,16,Snapdragon Gen 3,108,Yes,Fingerprint,0,93.35,15:00,10,0,1.4,Finance,3,9,31,Agency,Selective Contract,No,Yes,Single,2
